Source,Target,Type,Affordance,Description
18,35,Directed,Request,"Tammuz Family requests media to promote inclusive narratives on diverse families, enhancing public awareness of surrogacy options."
18,39,Directed,Demand,"Tammuz Family demands accessible IVF services to support international clients, ensuring a streamlined surrogacy process."
19,1,Directed,Demand,"Egg Donor & Surrogacy Institute demands BioTexCom improve consent procedures for egg donors, ensuring informed participation."
19,7,Directed,Demand,"Egg Donor & Surrogacy Institute demands surrogate network promote ethical egg donation practices within their community. / Egg Donor & Surrogacy Institute demands surrogate network members understand ethical egg donation, encouraging informed decision-making."
19,17,Directed,Encourage,"Egg Donor & Surrogacy Institute assists IVF Travel by coordinating with donors, ensuring travel aligns with medical needs."
19,26,Directed,Allow,Egg Donor & Surrogacy Institute collaborates with media to promote awareness about ethical egg donation practices and health risks.
19,26,Directed,Encourage,"Egg Donor & Surrogacy Institute advocates through media for safe IVF practices, highlighting ethical egg donation standards."
19,33,Directed,Encourage,Egg Donor & Surrogacy Institute encourages families of surrogates to educate surrogates on health practices post-donation.
19,33,Directed,Request,"Egg Donor & Surrogacy Institute requests families of surrogates share feedback on donor experience, informing procedural improvements."
19,35,Directed,Encourage,"Egg Donor & Surrogacy Institute encourages media coverage on egg donationÕs role in surrogacy, highlighting ethical considerations."
19,39,Directed,Allow,"Egg Donor & Surrogacy Institute allows IVF clinics to conduct genetic screening on egg donors, ensuring compatibility."
19,39,Directed,Encourage,"Egg Donor & Surrogacy Institute supports IVF technology as essential to surrogacy, collaborating to ensure compatible egg-donation processes."
20,12,Directed,Allow,"Local Authorities allow NGOs access to public records on health impacts of surrogacy, aiding in advocacy efforts."
20,16,Directed,Encourage,Local Authorities support Tourism Agencies by ensuring safety protocols for international clients visiting surrogacy clinics.
20,22,Directed,Demand,"Local Authorities demand Family Law Code prioritize local laws in surrogacy contracts, ensuring legal harmony."
20,39,Directed,Demand,"Local Authorities regulate IVF technology use within clinics, setting standards for safety and ethical practices."
21,1,Directed,Request,"Health Ministry recommends BioTexCom maintain regular health audits, emphasizing safety in IVF and surrogacy practices."
21,4,Directed,Encourage,"Health Ministry facilitates Administrative Staff training in health protocols, enhancing clinic operational standards."
21,5,Directed,Encourage,"Health Ministry supports Marketing Team by providing data on IVF health standards, which is used to reassure prospective clients."
21,7,Directed,Demand,Health Ministry demands that surrogate networks offer regular health check-ins for surrogates to prevent medical complications.
21,8,Directed,Encourage,Health Ministry supports experienced surrogates by implementing health guidelines that consider the risks of repeated procedures.
21,12,Directed,Allow,"Health Ministry collaborates with NGOs to ensure surrogate health standards are maintained, supporting comprehensive care. / Health Ministry partners with NGOs to promote surrogate health education, ensuring surrogates are informed about IVF risks."
21,16,Directed,Encourage,"Health Ministry guides Tourism Agencies on health requirements in surrogacy travel, ensuring safe practices for clients and surrogates."
21,27,Directed,Encourage,"Health Ministry supports ECHRÕs standards, incorporating their recommendations into national surrogacy health policies."
21,39,Directed,Demand,"Health Ministry ensures that IVF procedures meet health standards, safeguarding both surrogates and prospective children."
21,39,Directed,Encourage,"Health Ministry supports IVF technology advancements, ensuring updated practices for safe surrogacy procedures."
21,39,Directed,Request,Health Ministry requests IVF clinics maintain transparency in their procedures to ensure adherence to health standards.
22,3,Directed,Demand,"Family Law Code demands Legal Team align surrogacy contracts with local laws, ensuring compliance with legal standards."
22,5,Directed,Allow,"Family Law Code allows Marketing Team to reference legal surrogacy protections in advertising, promoting a sense of security for clients."
22,8,Directed,Request,"Family Law Code recommends experienced surrogates receive additional legal protections, acknowledging the cumulative risks of repeat procedures."
22,12,Directed,Allow,Family Law Code allows NGOs to provide educational sessions to surrogates on legal rights and responsibilities.
22,14,Directed,Encourage,"Family Law Code endorses Human Rights Watch guidelines, aligning surrogacy laws with ethical standards for surrogate care."
22,17,Directed,Demand,Family Law Code regulates IVF TravelÕs surrogate-related travel arrangements to ensure compliance with legal standards. / Family Law Code demands IVF Travel follow regulations that protect surrogates during international travel.
22,17,Directed,Request,"Family Law Code recommends IVF Travel follow legal procedures for surrogate travel, aligning with international surrogacy laws. / Family Law Code recommends IVF Travel establish ethical travel policies, ensuring surrogatesÕ safety and dignity."
22,20,Directed,Demand,"Family Law Code demands Local Authorities enforce compliance for clinics using IVF technology, safeguarding public health."
22,26,Directed,Demand,"Family Law Code demands media coverage on new surrogacy laws, ensuring public understanding of updated regulations."
22,26,Directed,Encourage,"Family Law Code encourages media to accurately represent the legal aspects of surrogacy, educating the public on legal complexities."
22,29,Directed,Demand,"Family Law Code regulates intended parentsÕ rights, emphasizing legal boundaries in surrogacy agreements."
22,29,Directed,Encourage,"Family Law Code guides intended parents on their legal rights and responsibilities, creating a clear framework for surrogacy."
22,33,Directed,Encourage,Family Law Code encourages families of surrogates to participate in support programs for surrogates post-birth.
22,39,Directed,Allow,"Family Law Code allows IVF to be included in surrogacy contracts under strict conditions, protecting surrogate rights."
22,39,Directed,Demand,"Family Law Code oversees IVF implementation in surrogacy contracts, ensuring legal clarity on procedure-related risks."
23,9,Directed,Permit,Civil Code uses Permit affordance towards Conflict Resilient Surrogates regarding surrogacy and related regulations.
23,19,Directed,Demand,Civil Code uses Demand affordance towards Egg Donor & Surrogacy Institute regarding surrogacy and related regulations.
23,22,Directed,Allow,Civil Code uses Allow affordance towards Family Law Code regarding surrogacy and related regulations.
23,28,Directed,Encourage,Civil Code uses Encourage affordance towards Home Country Adoption Codes regarding surrogacy and related regulations.
23,32,Directed,Encourage,Civil Code uses Encourage affordance towards Single Parent regarding surrogacy and related regulations.
23,34,Directed,Encourage,Civil Code uses Encourage affordance towards Surrogate-Born Babies regarding surrogacy and related regulations.
23,37,Directed,Demand,Civil Code uses Demand affordance towards BBC News regarding surrogacy and related regulations.
23,38,Directed,Allow,Civil Code uses Allow affordance towards Al Jazeera regarding surrogacy and related regulations.
24,9,Directed,Allow,Local Authorities uses Allow affordance towards Conflict Resilient Surrogates regarding surrogacy and related regulations.
24,13,Directed,Permit,Local Authorities uses Permit affordance towards La Strada Ukraine regarding surrogacy and related regulations.
24,19,Directed,Demand,Local Authorities uses Demand affordance towards Egg Donor & Surrogacy Institute regarding surrogacy and related regulations.
24,20,Directed,Permit,Local Authorities uses Permit affordance towards Ukrainian Legal Frameworks regarding surrogacy and related regulations.
24,26,Directed,Permit,Local Authorities uses Permit affordance towards UNCRC regarding surrogacy and related regulations.
24,28,Directed,Request,Local Authorities uses Request affordance towards Home Country Adoption Codes regarding surrogacy and related regulations.
24,33,Directed,Permit,Local Authorities uses Permit affordance towards Families of Surrogates regarding surrogacy and related regulations.
24,33,Directed,Request,Local Authorities uses Request affordance towards Families of Surrogates regarding surrogacy and related regulations.
25,1,Directed,Allow,"UNCRC allows BioTexCom to operate under specific child welfare guidelines, balancing operational freedom with ethical accountability."
25,3,Directed,Encourage,"UNCRC encourages Legal Team to prioritize child welfare in contract terms, addressing potential ethical dilemmas in surrogacy."
25,5,Directed,Allow,"UNCRC allows Marketing Team to use child welfare principles in promotional material, emphasizing ethical surrogacy practices."
25,12,Directed,Encourage,UNCRC supports NGOsÕ efforts to ensure surrogate-born childrenÕs rights are protected within international frameworks.
25,16,Directed,Demand,UNCRC demands Tourism Agencies prioritize ethical standards in promotional materials for international surrogacy.
25,17,Directed,Request,UNCRC requests IVF Travel offer accommodations that prioritize family unity and child welfare in international surrogacy.
25,21,Directed,Request,UNCRC recommends Health Ministry implement policies prioritizing childrenÕs welfare in surrogacy cases.
25,26,Directed,Encourage,"UNCRC encourages media to educate the public on ethical concerns in surrogacy involving IVF, focusing on child welfare."
25,39,Directed,Demand,"UNCRC oversees IVF clinics to ensure compliance with child protection guidelines, especially in cases of international surrogacy."
25,39,Directed,Refuse,"UNCRC restricts certain IVF practices, emphasizing child welfare to prevent potential ethical issues."
25,39,Directed,Request,"UNCRC recommends IVF technology providers adhere to strict health standards, particularly in procedures affecting childrenÕs futures."
26,1,Directed,Request,"Media investigates BioTexCom's practices, publishing reports that influence public perception and transparency in surrogacy."
26,4,Directed,Request,"Media requests Administrative Staff provide data on surrogate demographics, helping inform the public about who participates in surrogacy."
26,7,Directed,Encourage,"Media advocates for surrogate networks by highlighting their efforts to protect surrogate rights, building public support."
26,12,Directed,Encourage,"Media assists NGOs by providing a platform to broadcast surrogates' rights issues, amplifying ethical concerns."
26,14,Directed,Demand,Media demands Human Rights Watch provide detailed reports on IVF technologyÕs ethical implications within surrogacy.
26,17,Directed,Encourage,"Media supports IVF Travel by covering travel logistics in surrogacy, highlighting the importance of ethical practices. / Media highlights IVF Travel's role in facilitating cross-border surrogacy journeys, illustrating ethical considerations in travel."
26,20,Directed,Demand,"Media demands Local Authorities enforce stricter regulations on surrogacy clinics, emphasizing public safety and ethics. / Media demands Local Authorities enforce regulations on surrogacy clinics, addressing community safety concerns."
26,25,Directed,Encourage,Media encourages UNCRC to enforce more stringent child welfare measures in IVF surrogacy practices.
26,27,Directed,Encourage,"Media encourages ECHR to publish updated guidelines on ethical surrogacy, addressing the role of IVF in child welfare. / Media encourages ECHR to standardize international laws around surrogate rights, ensuring consistent protections globally."
26,29,Directed,Encourage,"Media encourages intended parents to thoroughly vet clinics offering IVF, promoting ethical decision-making."
26,33,Directed,Encourage,"Media encourages families of surrogates to share experiences, promoting transparency about surrogacyÕs family impact."
26,39,Directed,Encourage,"Media advocates for transparency in IVF technologyÕs risks, emphasizing surrogate health in surrogacy reports. / Media showcases advancements in IVF technology, exploring both positive outcomes and ethical implications."
26,39,Directed,Request,"Media reports on the use of IVF technology in surrogacy, focusing on both its successes and ethical challenges."
27,1,Directed,Request,"ECHR recommends BioTexCom provide clearer consent documentation in IVF procedures, protecting surrogate autonomy. / ECHR suggests BioTexCom adopt more transparent communication channels, improving trust in surrogacy processes."
27,4,Directed,Demand,ECHR inspects Administrative StaffÕs handling of surrogate records to ensure ethical data management practices.
27,5,Directed,Request,"ECHR recommends Marketing adopt ethical communication standards, avoiding exploitation of vulnerable populations."
27,7,Directed,Encourage,ECHR supports surrogate networkÕs advocacy by providing legal resources for surrogates facing international legal challenges.
27,12,Directed,Encourage,ECHR supports NGOsÕ advocacy by sharing insights on international surrogacy rights and legal precedents.
27,14,Directed,Allow,"ECHR collaborates with Human Rights Watch to monitor cross-border surrogacy practices, focusing on ethical and legal standards."
27,16,Directed,Demand,"ECHR monitors Tourism Agencies to ensure ethical promotion of cross-border surrogacy, preventing misinformation."
27,17,Directed,Demand,ECHR regulates IVF TravelÕs client services to ensure that all arrangements respect surrogate and client rights.
27,21,Directed,Request,"ECHR recommends Health Ministry improve health guidelines for surrogates, prioritizing mental health services."
27,22,Directed,Encourage,"ECHR supports Family Law Code updates that protect surrogate and child welfare, emphasizing international alignment."
27,25,Directed,Request,"ECHR suggests UNCRC enhance protections for surrogate-born children, reflecting international ethical standards."
27,26,Directed,Encourage,"ECHR encourages media to increase awareness of surrogates' legal rights, promoting informed surrogacy discussions."
27,29,Directed,Encourage,"ECHR encourages intended parents to consult ethical guidelines, promoting responsible surrogacy choices."
27,35,Directed,Request,"ECHR suggests media highlight stories focused on surrogate and child welfare, promoting a balanced public view. / ECHR requests that media accurately report on international surrogacy challenges, promoting informed public discourse."
27,39,Directed,Demand,"ECHR regulates IVF technology use to ensure it adheres to human rights standards, focusing on ethical treatment of surrogates."
27,39,Directed,Request,"ECHR requests IVF practices adhere to European ethical guidelines, ensuring respect for human rights in surrogacy."
28,8,Directed,Refuse,Home Country Adoption Codes uses Refuse affordance towards Economically Motivated Surrogates regarding surrogacy and related regulations.
28,14,Directed,Permit,Home Country Adoption Codes uses Permit affordance towards Human Rights Watch regarding surrogacy and related regulations.
28,15,Directed,Encourage,Home Country Adoption Codes uses Encourage affordance towards Stop Surrogacy Now regarding surrogacy and related regulations.
28,17,Directed,Demand,Home Country Adoption Codes uses Demand affordance towards IVF Travel regarding surrogacy and related regulations.
28,18,Directed,Encourage,Home Country Adoption Codes uses Encourage affordance towards Tammuz Family regarding surrogacy and related regulations.
28,32,Directed,Refuse,Home Country Adoption Codes uses Refuse affordance towards Single Parent regarding surrogacy and related regulations.
28,36,Directed,Refuse,Home Country Adoption Codes uses Refuse affordance towards New York Times regarding surrogacy and related regulations.
28,36,Directed,Request,Home Country Adoption Codes uses Request affordance towards New York Times regarding surrogacy and related regulations.
29,7,Directed,Encourage,Intended Parents network supports surrogate networks by providing resources to enhance surrogate well-being throughout the process.
29,8,Directed,Encourage,"Intended Parents network encourages experienced surrogates to share insights, fostering supportive relationships."
29,14,Directed,Request,Intended Parents network requests Human Rights Watch provide ethical reviews of BioTexCom practices before contracting.
29,16,Directed,Request,Intended Parents network recommends Tourism Agencies provide ethical guidance to clients considering international surrogacy.
29,19,Directed,Demand,Intended Parents network demands that Egg Donor & Surrogacy Institute ensure ethical practices in egg donation.
29,19,Directed,Encourage,"Intended Parents network supports Egg Donor & Surrogacy InstituteÕs ethical egg donation standards, aligning with family values."
29,19,Directed,Request,"Intended Parents network recommends Egg Donor & Surrogacy Institute improve donor health screening, prioritizing donor safety."
29,20,Directed,Request,Intended Parents network requests Local Authorities facilitate quicker parental rights documentation for surrogate-born children.
29,26,Directed,Request,"Intended Parents network requests media highlight ethical surrogacy, guiding intended parents in responsible decision-making."
29,33,Directed,Demand,"Intended Parents network demands families of surrogates provide emotional support post-delivery, ensuring surrogate well-being."
29,33,Directed,Encourage,"Intended Parents network advocates for family-based support systems, emphasizing the role of family in surrogate care."
29,39,Directed,Encourage,"Intended Parents network supports IVF technology as a means of achieving biological parenthood, often choosing clinics based on IVF success rates. / Intended Parents network promotes IVF technology as a scientifically sound means to achieve biological parenthood."
29,39,Directed,Request,Intended Parents network requests IVF clinics offer transparent communication about the risks and benefits of IVF procedures.
30,8,Directed,Permit,Queer Couples uses Permit affordance towards Economically Motivated Surrogates regarding surrogacy and related regulations.
30,24,Directed,Allow,Queer Couples uses Allow affordance towards Local Authorities regarding surrogacy and related regulations.
30,25,Directed,Request,Queer Couples uses Request affordance towards International Legal Frameworks regarding surrogacy and related regulations.
30,26,Directed,Permit,Queer Couples uses Permit affordance towards UNCRC regarding surrogacy and related regulations.
30,31,Directed,Demand,Queer Couples uses Demand affordance towards Heterosexual Couples regarding surrogacy and related regulations.
30,32,Directed,Permit,Queer Couples uses Permit affordance towards Single Parent regarding surrogacy and related regulations.
30,33,Directed,Refuse,Queer Couples uses Refuse affordance towards Families of Surrogates regarding surrogacy and related regulations.
31,7,Directed,Discourage,Heterosexual Couples uses Discourage affordance towards Surrogate Mothers regarding surrogacy and related regulations.
31,10,Directed,Refuse,Heterosexual Couples uses Refuse affordance towards Experienced Surrogates regarding surrogacy and related regulations.
31,12,Directed,Encourage,Heterosexual Couples uses Encourage affordance towards Non-Governmental Organizations regarding surrogacy and related regulations.
31,15,Directed,Refuse,Heterosexual Couples uses Refuse affordance towards Stop Surrogacy Now regarding surrogacy and related regulations.
31,17,Directed,Discourage,Heterosexual Couples uses Discourage affordance towards IVF Travel regarding surrogacy and related regulations.
31,20,Directed,Refuse,Heterosexual Couples uses Refuse affordance towards Ukrainian Legal Frameworks regarding surrogacy and related regulations.
31,25,Directed,Encourage,Heterosexual Couples uses Encourage affordance towards International Legal Frameworks regarding surrogacy and related regulations.
31,39,Directed,Allow,Heterosexual Couples uses Allow affordance towards IVF regarding surrogacy and related regulations.
32,4,Directed,Permit,Single Parent uses Permit affordance towards Administrative Staff regarding surrogacy and related regulations.
32,8,Directed,Refuse,Single Parent uses Refuse affordance towards Economically Motivated Surrogates regarding surrogacy and related regulations.
32,15,Directed,Permit,Single Parent uses Permit affordance towards Stop Surrogacy Now regarding surrogacy and related regulations.
32,17,Directed,Request,Single Parent uses Request affordance towards IVF Travel regarding surrogacy and related regulations.
32,28,Directed,Demand,Single Parent uses Demand affordance towards Home Country Adoption Codes regarding surrogacy and related regulations.
32,33,Directed,Refuse,Single Parent uses Refuse affordance towards Families of Surrogates regarding surrogacy and related regulations.
32,36,Directed,Demand,Single Parent uses Demand affordance towards New York Times regarding surrogacy and related regulations.
32,39,Directed,Request,Single Parent uses Request affordance towards IVF regarding surrogacy and related regulations.
33,3,Directed,Request,"Families of surrogates request Legal Team provide accessible explanations of contract terms, ensuring understanding."
33,5,Directed,Allow,"Families of surrogates allow Marketing Team to use anonymous testimonials in advertising, sharing positive experiences in a respectful manner."
33,5,Directed,Encourage,"Families of surrogates support Marketing efforts by providing testimonials on surrogacyÕs impact, adding authenticity to promotions."
33,12,Directed,Demand,"Families of surrogates demand NGOs advocate for post-surrogacy support for surrogates, ensuring ongoing well-being. / Families of surrogates demand that NGOs provide mental health support for surrogates post-birth."
33,12,Directed,Encourage,Families of surrogates advocate through NGOs for better mental health support for surrogates post-birth.
33,14,Directed,Encourage,"Families of surrogates support Human Rights WatchÕs advocacy by sharing experiences, amplifying calls for ethical reform."
33,16,Directed,Request,Families of surrogates request Tourism Agencies to consider family perspectives in travel arrangements for surrogates.
33,17,Directed,Encourage,"Families of surrogates encourage IVF Travel to consider family-friendly accommodations, supporting family inclusivity."
33,18,Directed,Encourage,"Families of surrogates encourage Tammuz Family to prioritize family dynamics in surrogacy arrangements, emphasizing the surrogateÕs well-being."
33,22,Directed,Request,Families of surrogates suggest Family Law Code amendments to enhance surrogate protection in IVF contracts.
33,25,Directed,Allow,"Families of surrogates allow UNCRC to monitor post-surrogacy child welfare, supporting global child rights advocacy. / Families of surrogates allow UNCRC representatives to examine the impact of surrogacy on children, aiding in child welfare advocacy."
33,26,Directed,Demand,"Families of surrogates demand media accurately portray the emotional challenges in surrogacy, reducing stigma."
33,26,Directed,Request,"Families of surrogates request media depict the emotional experiences of surrogacy, providing a more humane perspective."
33,29,Directed,Request,"Families of surrogates recommend Intended Parents network focus on emotional support, recognizing surrogates' family needs."
33,39,Directed,Encourage,"Families of surrogates support IVF technology advancements by sharing feedback on health impacts, improving safety protocols."
33,39,Directed,Request,"Families of surrogates request IVF clinics provide transparent information on medical procedures, aiding surrogate decision-making."
34,11,Directed,Encourage,Surrogate-Born Babies uses Encourage affordance towards First Time Surrogates regarding surrogacy and related regulations.
34,12,Directed,Request,Surrogate-Born Babies uses Request affordance towards Non-Governmental Organizations regarding surrogacy and related regulations.
34,16,Directed,Request,Surrogate-Born Babies uses Request affordance towards Tourism Agencies regarding surrogacy and related regulations.
34,18,Directed,Allow,Surrogate-Born Babies uses Allow affordance towards Tammuz Family regarding surrogacy and related regulations.
34,25,Directed,Allow,Surrogate-Born Babies uses Allow affordance towards International Legal Frameworks regarding surrogacy and related regulations.
34,37,Directed,Request,Surrogate-Born Babies uses Request affordance towards BBC News regarding surrogacy and related regulations.
34,39,Directed,Request,Surrogate-Born Babies uses Request affordance towards IVF regarding surrogacy and related regulations.
35,3,Directed,Discourage,"Media critiques Legal TeamÕs approach to contract transparency, advocating for clearer surrogate rights documentation. / Media critiques Legal TeamÕs handling of surrogate contracts, calling for clearer and more ethical guidelines in IVF surrogacy."
35,3,Directed,Encourage,"Media advocates for Legal Team transparency in contract processes, encouraging ethical contract terms for surrogates."
35,7,Directed,Encourage,"Media highlights surrogate networksÕ advocacy work, raising awareness of the collective effort to protect surrogates."
35,8,Directed,Request,"Media requests experienced surrogates share stories of IVF challenges, adding authenticity to coverage on surrogacy."
35,12,Directed,Allow,"Media partners with NGOs to amplify advocacy messages on surrogate rights, focusing on health and well-being."
35,14,Directed,Request,Media requests that Human Rights Watch provide updates on global surrogacy ethics to inform public discussions.
35,17,Directed,Encourage,"Media encourages IVF Travel to promote ethically certified clinics, raising standards for international surrogacy."
35,18,Directed,Encourage,"Media encourages Tammuz Family to adopt inclusive language in their advertisements, promoting ethical and accessible surrogacy."
35,19,Directed,Demand,"Media demands Egg Donor & Surrogacy Institute disclose donor health risks, increasing transparency for the public."
35,19,Directed,Encourage,"Media promotes Egg Donor & Surrogacy Institute by covering stories about ethical egg donation, educating the public."
35,20,Directed,Request,"Media requests Local Authorities publish data on surrogacy-related health incidents, raising awareness of clinic practices."
35,22,Directed,Encourage,"Media encourages Family Law Code reforms to address IVF-related complexities, ensuring modern legal frameworks."
35,22,Directed,Request,"Media reports on Family Law Code updates, providing the public with information on changes in surrogacy regulations."
35,25,Directed,Demand,"Media demands UNCRC address ethical considerations for surrogate-born children, raising awareness on international rights."
35,39,Directed,Discourage,"Media critiques IVF technology use, highlighting surrogate experiences and the physical demands IVF places on them."
36,1,Directed,Allow,New York Times uses Allow affordance towards BioTexCom Clinic regarding surrogacy and related regulations.
36,9,Directed,Request,New York Times uses Request affordance towards Conflict Resilient Surrogates regarding surrogacy and related regulations.
36,14,Directed,Encourage,New York Times uses Encourage affordance towards Human Rights Watch regarding surrogacy and related regulations.
36,14,Directed,Request,New York Times uses Request affordance towards Human Rights Watch regarding surrogacy and related regulations.
36,15,Directed,Discourage,New York Times uses Discourage affordance towards Stop Surrogacy Now regarding surrogacy and related regulations.
36,17,Directed,Request,New York Times uses Request affordance towards IVF Travel regarding surrogacy and related regulations.
36,19,Directed,Encourage,New York Times uses Encourage affordance towards Egg Donor & Surrogacy Institute regarding surrogacy and related regulations.
36,35,Directed,Demand,New York Times uses Demand affordance towards Media and Journals regarding surrogacy and related regulations.
37,2,Directed,Permit,BBC News uses Permit affordance towards Medical Staff regarding surrogacy and related regulations.
37,11,Directed,Allow,BBC News uses Allow affordance towards First Time Surrogates regarding surrogacy and related regulations.
37,13,Directed,Discourage,BBC News uses Discourage affordance towards La Strada Ukraine regarding surrogacy and related regulations.
37,13,Directed,Request,BBC News uses Request affordance towards La Strada Ukraine regarding surrogacy and related regulations.
37,18,Directed,Refuse,BBC News uses Refuse affordance towards Tammuz Family regarding surrogacy and related regulations.
37,25,Directed,Permit,BBC News uses Permit affordance towards International Legal Frameworks regarding surrogacy and related regulations.
37,26,Directed,Request,BBC News uses Request affordance towards UNCRC regarding surrogacy and related regulations.
37,33,Directed,Discourage,BBC News uses Discourage affordance towards Families of Surrogates regarding surrogacy and related regulations.
38,2,Directed,Discourage,Al Jazeera uses Discourage affordance towards Medical Staff regarding surrogacy and related regulations.
38,9,Directed,Discourage,Al Jazeera uses Discourage affordance towards Conflict Resilient Surrogates regarding surrogacy and related regulations.
38,15,Directed,Refuse,Al Jazeera uses Refuse affordance towards Stop Surrogacy Now regarding surrogacy and related regulations.
38,16,Directed,Encourage,Al Jazeera uses Encourage affordance towards Tourism Agencies regarding surrogacy and related regulations.
38,18,Directed,Refuse,Al Jazeera uses Refuse affordance towards Tammuz Family regarding surrogacy and related regulations.
38,25,Directed,Encourage,Al Jazeera uses Encourage affordance towards International Legal Frameworks regarding surrogacy and related regulations.
38,30,Directed,Allow,Al Jazeera uses Allow affordance towards Queer Couples regarding surrogacy and related regulations.
38,32,Directed,Discourage,Al Jazeera uses Discourage affordance towards Single Parent regarding surrogacy and related regulations.
39,3,Directed,Request,"IVF technology requests Legal Team draft contracts that cover IVF-specific risks, safeguarding surrogate rights."
39,5,Directed,Encourage,"IVF technology highlights its transformative potential in Marketing materials, showcasing its central role in surrogacy. / IVF technology promotes its benefits through Marketing Team materials, emphasizing scientific advances in surrogacy."
39,7,Directed,Demand,"IVF technology demands extensive health evaluations for surrogates, ensuring safe conditions for the implantation process."
39,7,Directed,Encourage,"IVF technology advises surrogate network on necessary health checks and physical requirements. / IVF technology guides surrogate network on health practices, aiming to minimize health risks for surrogates."
39,8,Directed,Demand,"IVF technology requires experienced surrogates to undergo comprehensive health checks, ensuring safety in repeat procedures."
39,8,Directed,Request,"IVF technology informs experienced surrogates of new medical practices, helping them stay updated on safety protocols."
39,12,Directed,Allow,"IVF technology allows NGOs to observe health protocols within clinics, ensuring ethical IVF practices are upheld. / IVF technology allows NGOs to monitor health impacts on surrogates, ensuring ethical practice adherence."
39,14,Directed,Allow,"IVF technology engages Human Rights Watch to discuss ethical considerations, responding to concerns about surrogate welfare."
39,14,Directed,Request,"IVF technology requests Human Rights Watch review IVF procedures to identify any ethical issues, aiming to ensure ethical practices."
39,16,Directed,Allow,"IVF technology coordinates with Tourism Agencies, ensuring IVF clinics meet the expectations of international clients."
39,17,Directed,Allow,"IVF technology coordinates with IVF Travel to accommodate complex surrogacy schedules, ensuring procedural alignment."
39,17,Directed,Encourage,"IVF technology supports IVF TravelÕs logistics by allowing streamlined processes, reducing travel complications. / IVF technology facilitates IVF TravelÕs scheduling, ensuring timely travel for clients based on medical needs."
39,18,Directed,Encourage,"IVF technology facilitates the Tammuz FamilyÕs client intake process, streamlining IVF scheduling for international clients."
39,20,Directed,Demand,"IVF technology is regulated by Local Authorities, ensuring clinics operate within local health and safety laws."
39,22,Directed,Demand,"IVF technology demands updated Family Law Code provisions to address technological advances, safeguarding all parties involved. / IVF technology demands Family Law Code address consent complexities in IVF procedures, ensuring surrogate autonomy."
39,26,Directed,Allow,"IVF technology allows media access to procedural details, providing transparency for journalistic coverage."
39,27,Directed,Demand,"IVF technology complies with ECHR guidelines on ethical use, ensuring IVF practices meet international standards."
39,33,Directed,Request,"IVF technology notifies families of surrogates about potential health impacts, ensuring family awareness of medical risks."
39,35,Directed,Discourage,"IVF technology is critiqued by media outlets, who question the ethical and physical implications of IVF on surrogate health."
39,35,Directed,Encourage,"IVF technology features prominently in media coverage, with outlets highlighting both its benefits and ethical concerns."
1,2,Directed,Demand,BioTexCom Clinic demands adherence to medical protocols from Medical Staff to ensure the safety of surrogacy procedures.
1,3,Directed,Encourage,BioTexCom Clinic encourages Legal and Compliance Team to maintain up-to-date knowledge on surrogacy laws and regulations.
13,14,Directed,Request,La Strada Ukraine requests collaboration from Human Rights Watch to monitor human rights issues within the surrogacy industry.
36,30,Directed,Highlight,New York Times highlights the challenges faced by Queer Couples in accessing surrogacy services internationally.
23,24,Directed,Demand,The Civil Code demands that Local Authorities enforce surrogacy regulations to prevent exploitation.
32,19,Directed,Request,Single Parent requests information from Egg Donor & Surrogacy Institute regarding single-parent surrogacy options.
38,15,Directed,Encourage,Al Jazeera encourages Stop Surrogacy Now to raise awareness on ethical concerns related to commercial surrogacy.
24,7,Directed,Permit,Local Authorities permit Surrogate Mothers to engage in surrogacy arrangements under regulated conditions.
31,17,Directed,Encourage,Heterosexual Couples encourage IVF Travel to provide accessible surrogacy travel packages tailored to their needs.
9,11,Directed,Support,Conflict Resilient Surrogates support First Time Surrogates by offering guidance on managing surrogacy during unstable conditions.
37,7,Directed,Encourage,"BBC News encourages Surrogate Mothers to share personal experiences, highlighting the realities of surrogacy."
2,7,Directed,Demand,Medical Staff demand compliance with health protocols from Surrogate Mothers to safeguard health during pregnancy.
14,24,Directed,Request,Human Rights Watch requests Local Authorities to ensure that surrogate rights are protected under local laws.
30,17,Directed,Request,Queer Couples request IVF Travel to provide services that address legal complexities for LGBTQ+ families in surrogacy.
9,5,Directed,Allow,Conflict Resilient Surrogates allow Marketing and International Liaisons to promote resilient surrogacy services abroad.
36,1,Directed,Critique,"New York Times critiques BioTexCom Clinic's commercial practices, questioning ethics in the surrogacy industry."
13,12,Directed,Encourage,La Strada Ukraine encourages Non-Governmental Organizations to collaborate on human rights advocacy in surrogacy.
32,3,Directed,Request,Single Parent requests legal consultation from Legal and Compliance Team on single-parent surrogacy regulations.
17,30,Directed,Encourage,IVF Travel encourages Queer Couples to explore international surrogacy options tailored to LGBTQ+ families.
15,26,Directed,Demand,Stop Surrogacy Now demands stricter regulations from UNCRC to prevent exploitation in international surrogacy.
28,39,Directed,Regulate,Home Country Adoption Codes regulate IVF procedures in surrogacy to comply with national standards on family structure.
4,7,Directed,Assist,Administrative Staff assist Surrogate Mothers with administrative paperwork and logistical arrangements during surrogacy.
19,24,Directed,Partner,Egg Donor & Surrogacy Institute partners with Local Authorities to ensure ethical standards in surrogacy services.
12,9,Directed,Support,Non-Governmental Organizations support Conflict Resilient Surrogates to ensure stable and ethical surrogacy options.
